id,text,anger,disgust,fear,joy,sadness,surprise
esp_train_track_b_00031,"Tiene toda la razón la española , están bien feos y bien nacos los trajes esos..",1,2,0,0,0,0
esp_train_track_b_00032,Mi hermano se quedó flipando,0,0,0,0,0,2
esp_train_track_b_00033,Porque nadie quiere a Jorge Trujillo? :'(,0,0,0,0,2,2
esp_train_track_b_00034,Ellos no merecen ser llamados humanos …,0,2,0,0,0,0
esp_train_track_b_00035,"@<username> yo soy española y no soporto los cayos, me dan mucho asco!",0,3,0,0,0,0
esp_train_track_b_00036,callense son bien feos con los @<username>,2,2,0,0,0,0
esp_train_track_b_00037,Pero deja de apuntarme con esa arma,0,0,2,0,0,0
esp_train_track_b_00038,@<username> por esa maldita broma que es tabas con soni lla te odio,1,2,0,0,0,0
esp_train_track_b_00039,"Cuando di click en me gusta, me dio miedo de que un tipo con mascara de meme se apareciera...",0,0,2,0,0,0
esp_train_track_b_00040,ayyy no puede ser me re encantó,0,0,0,2,0,2
esp_train_track_b_00041,Ellas no promueven nada de eso. Eso esta en las cabezas perturbadas de las feministas.,2,2,0,0,0,0
esp_train_track_b_00042,Me encanto el roas me pueden saludar en el proximo video como flor salto♥♥,0,0,0,3,0,0
esp_train_track_b_00043,Porq Dios se lleva a los buenos youtubers 😭 y no a los q hacen contenido basura como el lucho comunica,0,2,0,0,2,0
esp_train_track_b_00044,Jummm a mi hasta ahora me a gustado lo que he pedido.,0,0,0,2,0,0
esp_train_track_b_00045,Que decepción el tren 😪,0,2,0,0,2,0
esp_train_track_b_00046,los que lo critican son locos y retra sados,3,2,0,0,0,0
esp_train_track_b_00047,Aeme no digan nada de los @<username> por favor vale? No sé metan con ellos!!,2,2,0,0,0,0
esp_train_track_b_00048,"nosotros, pues quien más va a destruir un planeta de la misma manera que lo estamos haciendo ahora.",2,2,0,0,2,2
esp_train_track_b_00049,"Mas miedo me da que alguien me dija ""tu ya sabes"" y yo nose",0,0,1,0,0,0
esp_train_track_b_00050,Seguiría sufriendo sin no fuera por ti,0,0,0,1,0,0
esp_train_track_b_00051,"Estaba estudiando para mi examen de matematicas, me sirvio mucho el video por fin le pude entender!",0,0,0,2,0,2
esp_train_track_b_00052,@<username> tambien me da mucho miedo las arañas y las cucarachas,0,0,2,0,0,0
esp_train_track_b_00053,@<username> es un tonto los @<username> no los @<username> son lo maximo aeme apesta,2,2,0,0,0,0
esp_train_track_b_00054,Alv ¿había teorías? ¿Hay? Xd me da más miedo aún lpm,0,0,2,0,0,2
esp_train_track_b_00055,"que bien lavando la cara de bukele, que pena",2,0,0,0,1,0
esp_train_track_b_00056,Que casa de papel ni que nada esta es la mejor serie ❤️✌🏻✌🏻,0,0,0,2,0,1
esp_train_track_b_00057,Me ecanto tu cansion 🎙🎧🎤🎶🎶 era jenial y soy tu fan soy de bolivia😅🇧🇴🇧🇴,0,0,0,3,0,0
esp_train_track_b_00058,No creo… en menos de un años prescribe… una vez mas pierde la justicia 🤡🤡🤡,2,2,0,0,0,0
esp_train_track_b_00059,@<username> eso que los @<username> te invitaron a la gira Polinesia los odio,2,0,0,0,0,0
esp_train_track_b_00060,Me encanta. Los amo,0,0,0,0,0,0
esp_train_track_b_00061,Pinches personas malditas like si quiere que degen alos perros del maltratos como los perritos no se defienden,3,0,0,0,0,0
esp_train_track_b_00062,ya no dan risa ahora dan pena esto dejo de ser gracioso es algo triste,0,1,0,0,2,0
esp_train_track_b_00063,que lindo me encantó!!❤❤,0,0,0,2,0,0
esp_train_track_b_00064,Son tontos. Los @<username> son mejores,2,2,0,0,0,0
esp_train_track_b_00065,Eso pasa cuando no hay leyes y predomina la corrupción,2,2,0,0,0,0
esp_train_track_b_00066,Ese tipo es un peligro,2,2,2,0,0,0
esp_train_track_b_00067,Da un poco de miedo Jjajaja XD,0,0,1,2,0,0
esp_train_track_b_00068,Que miedo no doy burla es cierto tengo miedo😰😰😰,0,0,2,0,0,0
esp_train_track_b_00069,Para cuando el segundo capítulo <3 Me encanto el video. Salu2,0,0,0,2,0,0
esp_train_track_b_00070,Si que me reì con el baile que hiciste 😄,0,0,0,2,0,0
esp_train_track_b_00071,Esto debería ser considerado como una Traición hacia toda la población,2,2,0,0,0,0
esp_train_track_b_00072,Que asco de personas la verdad.,2,2,0,0,0,0
esp_train_track_b_00073,Los sueños se cumplen 😌😌😌,0,0,0,3,0,0
esp_train_track_b_00074,Me encantó mucho,0,0,0,2,0,0
esp_train_track_b_00075,Me hizo llorar por que me identifico con la cansion 😢😶☺,0,0,0,0,2,0
esp_train_track_b_00076,Que pena voy a llorar 😭😭😭,0,0,0,0,3,0
esp_train_track_b_00077,"Me costó darme cuenta de que no me di cuenta de que, me tenía que dar cuenta .. 😂",0,0,0,2,0,1
esp_train_track_b_00078,"mmm que mala onda, ahora no hubo por lo menos 10 muertitos gringos.lastima!!",1,2,0,0,0,0
esp_train_track_b_00079,Que horrible canción se nota que no tienen nada que hacer cochinos,2,2,0,0,0,0
esp_train_track_b_00080,Justo lo que estaba buscando 😂 el jueves tengo examen apruebo por qué apruebo,0,0,0,2,0,0
esp_train_track_b_00081,Esta del puctas el video me mori de risa jajajjaja,0,0,0,3,0,0
esp_train_track_b_00082,"El mejor candidato que teniamos, lastima la estupida sociedad populista en la que vivimos",3,2,0,0,0,0
esp_train_track_b_00083,La musica me da ganas de llorar 😔 QUE TRISTE,0,0,0,0,2,0
esp_train_track_b_00084,No mames wey Una re mansión por Dios Eso no me lo esperaba 🇦🇷🇦🇷💪😱😮,0,0,0,0,0,0
esp_train_track_b_00085,"Es un software, o como ha creado el vídeo, la verdad me ha sorprendido..",0,0,0,0,0,2
esp_train_track_b_00086,Me canto la voz cuando canta mariana y @<username> #yoloriana,0,0,0,2,0,0
esp_train_track_b_00087,Dios mio esta canción es RE imprecionante,0,0,0,0,0,2
esp_train_track_b_00088,😂 nadie paga eso por ver a unos ancianos,0,1,0,2,0,0
esp_train_track_b_00089,Alumno del ladrón que podemos esperar,2,2,0,0,0,0
esp_train_track_b_00090,Pelotudos no se burlen de los cuenes y amara parese a pepa y los odio,2,2,0,0,0,0
esp_train_track_b_00091,11 en tendencia en Argentina no lo puedo creer man!,0,0,0,0,0,2
esp_train_track_b_00092,Cuando me di cuenta que llegamos a los 10 millones llore,0,0,0,0,2,3
esp_train_track_b_00093,que asco odio a tu pograma ah y para @<username> castro te amooo @<username> eres lamejor,2,2,0,2,0,0
esp_train_track_b_00094,No los dejan comer dejar con arboles acabaron con el dodo y seguimos seguimos pero siguen con miedo,0,0,2,0,0,0
esp_train_track_b_00095,Estoy llorando 😭por que somos demaciadas linduras,0,0,0,3,2,0
esp_train_track_b_00096,Me encanto los amo una pregunta cuantos años tiene @<username> y Amara los amo bendiciones,0,0,0,2,0,0
esp_train_track_b_00097,Y tambié perseguían y mataban a católicos,0,0,0,0,0,2
esp_train_track_b_00098,Ya la tengo descargada para mi viaje 😍😚⛱🚗,0,0,0,2,0,0
esp_train_track_b_00099,Odio ver que la gente este cerca o tocando los bichos 😬,2,2,0,0,0,0
esp_train_track_b_00100,*Que pereza esta vieja a lo bien.*,0,2,0,0,0,0
esp_train_track_b_00101,que mal se sentirán los que aparecieron en el. vídeo casas malas,0,2,0,0,2,0
esp_train_track_b_00102,Odio sus canciones de ustedes son gais,2,3,0,0,0,0
esp_train_track_b_00103,@<username> me encanto y Yolo. lucha por. Mariana yoloriama debe de ser real,0,0,0,2,0,0
esp_train_track_b_00104,"@<username> : si no durmes tu cerebro sufre daños Yo : ""TENGO MIEDO""",0,0,2,0,0,2
esp_train_track_b_00105,"Me da miedo darle ""ME GUSTA"" al vídeo y que aparezca ese tipo detrás mio :S",0,0,3,0,0,0
esp_train_track_b_00106,Mas plaga y mas pobres los colombianos,2,2,0,0,0,0
esp_train_track_b_00107,me encanto amo a yola aventuras los amo,0,0,0,3,0,2
esp_train_track_b_00108,Me encanta ya me la se de memoria 😍,0,0,0,2,0,0
esp_train_track_b_00109,Esta con miedo de alguna investigación?? 😂,0,0,0,2,0,2
esp_train_track_b_00110,Las serpientes me da miedo y mucho 😖😖😱😱😰😰😨😨,0,0,3,0,0,0
esp_train_track_b_00111,"Somos tendencia en España, 💕🙌",0,0,0,1,0,1
esp_train_track_b_00112,Muy triste que nosotros los paisas todo están súper costoso 🥲🥲,0,0,0,0,2,0
esp_train_track_b_00113,Like si estás buscando comentarios de youtubers famosos con el visto de verificado 😂,0,0,0,2,0,0
esp_train_track_b_00114,Esto huele a prescripción... Difícil q salga en menos de 2 años,0,2,0,0,0,0
esp_train_track_b_00115,Que asco por Dios,0,0,0,0,0,0
esp_train_track_b_00116,Lo más triste yo amo a los perros y me pongo a llorar 😟,0,0,0,0,3,0
esp_train_track_b_00117,Pero no me ganas guambra cuy.yo no he podido pasar 7 noches en la misma cama...te falta soltería wey jajajajajajajajajajajaja,0,0,0,3,0,0
esp_train_track_b_00118,te quiero mucho @<username>,0,0,0,2,0,0
esp_train_track_b_00119,Eres la persona más tonta en el mundo,2,2,0,0,0,0
esp_train_track_b_00120,Lo peor es que es verdad,0,0,0,0,0,2
esp_train_track_b_00121,11 millones Sigo feliz por ti :3 like que a ti también,0,0,0,2,0,0
esp_train_track_b_00122,Bien dicho . Le canta las plenas.,0,0,0,2,0,0
esp_train_track_b_00123,Porque veo esto si les tengo miedo,0,0,2,0,0,0
esp_train_track_b_00124,Cuando escuché Esta canción me enamore las escucho todos los días,0,0,0,2,0,0
esp_train_track_b_00125,E los @<username> no son malos😤,2,2,0,0,0,0
esp_train_track_b_00126,los amo aem,0,0,0,2,0,0
esp_train_track_b_00127,"son tan lindos, esta super buena la canción 😍",0,0,0,2,0,0
esp_train_track_b_00128,Gracias @<username> aventuras por aserme feliz cuando no lo estoy 😭❤️,0,0,0,0,1,0
esp_train_track_b_00129,La verdad que me sorprendió como quedo Coco a pesar de que la hayan hecho Estadounidenses... quién lo diría :'o,0,0,0,0,0,2
esp_train_track_b_00130,Cómo le podemos pagar tanta amabilidad,0,0,0,2,0,0
esp_train_track_b_00131,Aquí yo desde México lo apoyamos q se reelija otra vez como presidente del salvador,0,0,0,2,0,0
esp_train_track_b_00132,"Pobrecita, nuestra keiko por que no se quedó en México??? 😢",0,0,0,0,2,0
esp_train_track_b_00133,Pena ajena a mí me dan jajajajaja Lo peor es que todo es cierto,0,3,0,2,0,0
esp_train_track_b_00134,like si cres. que los niyos que critican a @<username> son estupidos y tontos,2,0,0,0,0,0
esp_train_track_b_00135,El tigre es juan por que haci baila 😂,0,0,0,2,0,0
esp_train_track_b_00136,"Esos es brujeria pura y dura, y no es bueno acercarse a esa porquería.",0,2,2,0,0,0
esp_train_track_b_00137,El final es triste pero cierto.,0,0,0,0,2,0
esp_train_track_b_00138,Ignorar la historia y la realidad como han hecho Santos y Petro es muy peligroso.,2,0,0,0,0,0
esp_train_track_b_00139,La familia lo es todo. Por eso la quieren destruir.,0,0,0,0,2,0
esp_train_track_b_00140,Aaa no aguanto. Para verlo estoy que exploto de los mervios,0,0,0,0,0,2
esp_train_track_b_00141,Q meco esto y da asco y ridículo,2,3,0,0,0,0
esp_train_track_b_00142,No sabe q los símbolos patrios no son objeto de compra y venta y está incurrirendo un un delito,1,2,0,0,0,0
esp_train_track_b_00143,Me da ansiedad saber si recogio el billete que se le cayo jajajajaja,0,0,2,0,0,0
esp_train_track_b_00144,TE AMO @<username> lo esperaba con ansias eres el mejor youtuber del mundo,0,0,0,3,0,0
esp_train_track_b_00145,Eso fue en realidad muy perturbador,0,2,1,0,0,2
esp_train_track_b_00146,Qué pedo con esto,0,1,0,0,0,2
esp_train_track_b_00147,Ahora tengo miedo de estar en mi casa,0,0,2,0,0,0
esp_train_track_b_00148,Somos dies millones de linduras la mejor familia,0,0,0,2,0,0
esp_train_track_b_00149,"Y tiene toda la razón, en que estaban pensando, no lo pudieron hacer peor",2,2,0,0,0,2
esp_train_track_b_00150,Locos esos cientificos,0,0,0,0,0,2
esp_train_track_b_00151,Me encanto 😍 ME LA APREMDI TODA Al final detrás de Sofía sale SUGA de BTS y también bad bunny,0,0,0,2,0,0
esp_train_track_b_00152,Llorar todas las noches por esta amistad al parecer valió la pena ♥️👄♥️,0,0,0,2,2,0
esp_train_track_b_00153,Estúpido su roast yourself feos ridículos me hacen vomitar,2,2,0,0,0,0
esp_train_track_b_00154,La verdad que nunca había entendido mejor,0,0,0,2,0,0
esp_train_track_b_00155,Tengo miedo a darle Me gusta :S,0,0,2,0,0,0
esp_train_track_b_00156,Dios! Pero si con este metodo es super fácil hacer un trinomio cuadrado perfecto. Excelente explicación 👍🏻.,0,0,0,2,0,3
esp_train_track_b_00157,A mí me dan miedo las aves pero siento feo que les pase algo malo porque son animales,0,0,2,0,2,0
esp_train_track_b_00158,Buenazo el video guambra,0,0,0,2,0,0
esp_train_track_b_00159,@<username> eres el mejor yutubers y también amara que linda es la mejor,0,0,0,2,0,0
esp_train_track_b_00160,Los amo Seven súper lindo todo juntos😘,0,0,0,2,0,0
esp_train_track_b_00161,de que teda miedo al ultimo lo mataron xD,0,0,1,2,0,0
esp_train_track_b_00162,pero que chulada,0,0,0,2,0,2
esp_train_track_b_00163,OMG! NO MELO ESPERABA CANTAS HERMOSO LINDURA MAYOR TE QUIERO me regalas un corazón plis,0,0,0,0,0,2
esp_train_track_b_00164,¡ Vasta de maltratar a los animales ! Like si quieres adoptar a un cachorro,2,2,0,0,0,0
esp_train_track_b_00165,Darle me gusta al video y vivir con el miedo de que el tipo aparezca en tu casa,0,0,2,0,0,0
esp_train_track_b_00166,Que miedo like si crres lo mismo,0,0,2,0,0,0
esp_train_track_b_00167,Ustedes son peor cantando,2,2,0,0,0,0
esp_train_track_b_00168,Qué emoción..hasta yo lloré 🤗💕💕💕,0,0,0,3,0,0
esp_train_track_b_00169,La grande casi me meo del miedo yo primero xd,0,0,2,0,0,0
esp_train_track_b_00170,Me dió miedo ver él vídeo sola,0,0,2,0,0,0
esp_train_track_b_00171,A mí m dio mucho miedo la película,0,0,3,0,0,0
esp_train_track_b_00172,"Si estan bien gachos, lo peor que he visto en JO para México",0,2,0,0,0,0
esp_train_track_b_00173,le salio un acento español flipante hahahaha,0,0,0,2,0,2
esp_train_track_b_00174,Todas las canciones que tienen son asquerosas malas y horrible,2,2,0,0,0,0
esp_train_track_b_00175,"Yo también soy inocente, voy directo al cielo !!",0,0,0,2,0,2
esp_train_track_b_00176,Hay que miedo tengo uy me asusté con la cancla xd😂,0,0,2,0,0,0
esp_train_track_b_00177,Jajaja ustedes son muy bobos! Los amo,0,0,0,2,0,0
esp_train_track_b_00178,Del puctas mijo videazoo ¡¡ :),0,0,0,2,0,2
esp_train_track_b_00179,Se cago del miedo 🤣🤣,0,0,2,2,0,0
esp_train_track_b_00180,No puedo creer que el video esté a tan poco de tener un millón de visitas!!!,0,0,0,0,0,3
esp_train_track_b_00181,Por dios es aterrador y es acertado,0,0,3,0,0,2
esp_train_track_b_00182,Lo único bueno del video es la presencia de Paolo Ladino,0,2,0,1,0,0
esp_train_track_b_00183,"ya bi quien es panda😰Sergio, Dios mío me sorprendi",0,0,0,0,0,2
esp_train_track_b_00184,"EL RITMO, DIOS. ESTA CANCIÓN ES MUY ADICTIVA",0,0,0,2,0,0
esp_train_track_b_00185,No lo puedo creer cuando lo grabadas eran 10 millones lo subiste y se sumaron más ya somos11,0,0,0,0,0,2
esp_train_track_b_00186,Pues haciendo cuentas es poco lo que cobra,0,0,0,0,0,2
esp_train_track_b_00187,Q. Hermosa canción,0,0,0,2,0,2
esp_train_track_b_00188,Por que estas diciendo mal diciones ya callate,2,2,0,0,0,0
esp_train_track_b_00189,No me esperaba el final de verdad que yoloriana el más que reaaal,0,0,0,0,0,2
esp_train_track_b_00190,No lo supero .-.,0,0,0,0,1,0
esp_train_track_b_00191,Yo soy de mexico son los mejodes,0,0,0,2,0,0
esp_train_track_b_00192,Siento que estaban siendo perseguidos por alguien mas poderoso e incluso sus sucesores...,0,0,2,0,0,0
esp_train_track_b_00193,Pues u te des son estúpidos y son mis primos bobos,2,2,0,0,0,0
esp_train_track_b_00194,Yo tengo un ROTWILER. Y LO TENGO que que vigilar para que mo muerda a nadie,0,0,2,0,0,0
esp_train_track_b_00195,"no entiendo como antes me gustaba su canal, estoy MUY arrepentida de eso",0,2,0,0,0,0
esp_train_track_b_00196,Excelente tema . El si sabe,0,0,0,2,0,0
esp_train_track_b_00197,Wow 131 millones de vistas en 3 años 😮,0,0,0,0,0,2
esp_train_track_b_00198,Se esta llenando es de bandidas,0,2,0,0,0,0
esp_train_track_b_00199,Que mal yolo. No pudo besar a Mariana,0,0,0,0,2,0
esp_train_track_b_00200,Me puso triste este video,0,0,0,0,2,0
esp_train_track_b_00201,exelente video ya espero el siguiente capitulo,0,0,0,2,0,0
esp_train_track_b_00202,Esta súper el video 😎❤❤ sigue así #KikeJav ❤,0,0,0,2,0,0
esp_train_track_b_00203,Es increíble que en 4 minutos esto este lleno de comentarios,0,0,0,0,0,2
esp_train_track_b_00204,una banda de chavorrucotes ya pasadoss no vale 900 mil,1,2,0,0,0,0
esp_train_track_b_00205,Porque mierda hay comentarios en inglés,1,1,0,0,0,0
esp_train_track_b_00206,Me dió un poco de miedo 😅😅,0,0,1,1,0,0
esp_train_track_b_00207,Más miedo me da que los pokémons existan y que haiga gente que se los coga,0,2,2,0,0,0
esp_train_track_b_00208,Para mí esa canción es una basura apesta,0,3,0,0,0,0
esp_train_track_b_00209,Yo no mi da miedo y no entiendo nada,0,0,0,0,0,2
esp_train_track_b_00210,No se quien pone esos comentarios ridiculos osea,0,0,0,0,0,0
esp_train_track_b_00211,No puedo creer que es la primera vez que veo su roast your self 🤦🏼‍♀️,0,0,0,0,0,2
esp_train_track_b_00212,GRACIAS PROFE LO QUIERO MUCHO,0,0,0,2,0,0
esp_train_track_b_00213,Alguien está Dolido 😅😆,0,0,0,2,0,0
esp_train_track_b_00214,Eso halla debe de ser un asustadero serio que miedoo,0,0,2,0,0,0
esp_train_track_b_00215,Lloro por escuchar la mejor canción,0,0,0,3,2,0
esp_train_track_b_00216,Me da miedo los hermanos malos 😈,0,0,2,0,0,0
esp_train_track_b_00217,A mí me dará miedo tener a un robot y q hablé en la noche Huy no jajajaja,0,0,2,0,0,0
esp_train_track_b_00218,Estoy totalmente de acuerdo. En qué rayos estaba pensando el o la diseñadora???🤢,0,3,0,0,0,2
esp_train_track_b_00219,"Dato perturbador también, el lago antes era un pueblo pero ahora todo está bajo el agua!",0,0,0,0,0,2
esp_train_track_b_00220,cyando sea grande y sea presidente a los que maltraten a los perritos o a cualquier animal van a morir 😁😖😡😠😈,2,2,0,0,0,0
esp_train_track_b_00221,"Que, se quede en el ático, es loco.",0,2,0,0,0,0
esp_train_track_b_00222,"Son una porquería de youtubers, el cabello de Amara parece un mierda, y @<username> es un pendejo infantil",2,2,0,0,0,0
esp_train_track_b_00223,Solo critican ustedes son los peores 😣😣,2,2,0,0,0,0
esp_train_track_b_00224,idiotas como dicen como los @<username> canpatn peor que los denuncio,2,2,0,0,0,0
esp_train_track_b_00225,Like para que venga a Colombia-Barranquilla te amamos saludos,0,0,0,2,0,0
esp_train_track_b_00226,yo soy terricola de lov,0,0,0,2,0,0
esp_train_track_b_00227,Qué drogas te dejan así de tocado?,0,0,0,0,0,2
esp_train_track_b_00228,Ay yo odio el tomate y las verduras,0,2,0,0,0,0
esp_train_track_b_00229,Me muera estan re cerca de loa 10M no por fin,0,0,0,0,0,2
esp_train_track_b_00230,Al fin ya estafa desesperado LIKE si tu tambien,0,0,1,0,0,0
esp_train_track_b_00231,@<username> yo vivo en coquimbo chile ben porfavor,0,0,0,2,0,0
esp_train_track_b_00232,"Pero el narco-gobierno que permite que esto suceda no hace nada,total los migrantes dejan dinero para todos INM,GN,PM,Y CARTELES.",2,2,0,0,0,0
esp_train_track_b_00233,Jajaja yo no he llorado por esa película 😂😂😂,0,0,0,2,0,0
esp_train_track_b_00234,Hola cómo estás feliz año nuevo nosotros la pasamos muy mal,0,0,0,0,2,0
esp_train_track_b_00235,Me encanto él vídeo musical,0,0,0,2,0,0
esp_train_track_b_00236,Hay si dices que los @<username> cantan mal ustede son puras💩💩💩 ya no hagan videos son un asco,2,2,0,0,0,0
esp_train_track_b_00237,a mi tampoco me gusta la agua perooo casi nunca tomo solo toma agua abecés,0,0,2,0,0,0
esp_train_track_b_00238,Muy buena canción la amo😍,0,0,0,2,0,0
esp_train_track_b_00239,Que lindo video 😱 los amo,0,0,0,2,0,1
esp_train_track_b_00240,que miedo el de septiembre me traume,0,0,3,0,0,0
esp_train_track_b_00241,son asco y los @<username> son mucho mejor que sus tontisimos videos son asco,2,2,0,0,0,0
esp_train_track_b_00242,@<username> ve mi comentario eres lo mejor ese vídeo me hiso llorar😢😥,0,0,0,0,2,0
esp_train_track_b_00243,Son hermosos mor! Me encanto el video ! #sofami4ever,0,0,0,0,0,0
esp_train_track_b_00244,Primera vez q veo algo así 😮 increíble,0,0,0,0,0,2
esp_train_track_b_00245,Como es que un vídeo tan estúpido tiene tanta fama 😂 alguien que me lo explique,0,0,0,2,0,2
esp_train_track_b_00246,Omg los @<username> no me la creo unieran podido salir pero bueno los de cartón son igual de. Geniales,0,0,0,0,0,2
esp_train_track_b_00247,"Todos los dictadores son iguales de mentirosos, abusivos y farsantes!😮",2,2,0,0,0,0
esp_train_track_b_00248,Hasta a mi me dio miedo ya quería meterle unplomaso para a ver si salía con Yo ya estoy hjp,2,0,2,0,0,0
esp_train_track_b_00249,Se m hizo un nudo en el estómago con este video.,0,2,0,0,2,0
esp_train_track_b_00250,Deley que pasa todo eso ¿a quien no? Y lo más peor es quemarse,0,2,0,0,0,0
esp_train_track_b_00251,Calla te tu i tu ermano son peores cantan peor que los @<username> que diferentes me de sus crito😡😠😡,2,2,0,0,0,0
esp_train_track_b_00252,Ame esta canción no la dejo de escuchar #sofami,0,0,0,2,0,0
esp_train_track_b_00253,Que asco de cansion me dieron nausias con la naris de conejo,2,3,0,0,0,0
esp_train_track_b_00254,Todo lo que dicen es cierto lo unico que es mentira es que los polinecios son peores que ustedes.,1,2,0,0,0,0
esp_train_track_b_00255,Me gusta como cantan soy Ayelen Comina,0,0,0,2,0,0
esp_train_track_b_00256,Que asco el comunismo,0,2,0,0,0,0
esp_train_track_b_00257,como ae atreven a sacar a los @<username> hermosos los odio,2,2,0,0,0,0
esp_train_track_b_00258,Me encanto esta cancion.saludos desde santa cruz-Bolivia,0,0,0,2,0,0
esp_train_track_b_00259,Jajajaj 🤣me encantó ❤️,0,0,0,2,0,1
esp_train_track_b_00260,Si me encuentro una araña así me muero porque me dan mucho miedo,0,0,3,0,0,0
esp_train_track_b_00261,pobre niña XD,0,0,0,2,0,0
esp_train_track_b_00262,Tremendo tema ya me volví loca cuando dijo omg me parezco a nose quien,0,0,0,2,0,3
esp_train_track_b_00263,Muy bien explicado!,0,0,0,2,0,0
esp_train_track_b_00264,Sies malo con él pobre perro 😡,3,0,0,0,2,0
esp_train_track_b_00265,Tengo miedo de ponerle me gusta . y que me aparezca ese tipo :C,0,0,2,0,0,0
esp_train_track_b_00266,lo odio me ca en mal,2,2,0,0,0,0
esp_train_track_b_00267,Luego de escucharlo me vino la ligera impresión de que equivoqué de carrera.,0,2,0,0,0,2
esp_train_track_b_00268,Estoy mal o el tigre es Juan😂❤️😎,0,0,0,2,0,0
esp_train_track_b_00269,"Con esa inestabilidad que esta creando petro, los compradores tienen temor.",0,2,2,0,0,0
esp_train_track_b_00270,Qué triste! 😓 *inserta meme VAMOS POR EL CAMBIO 🙏,0,0,0,0,2,0
esp_train_track_b_00271,no puedo dejar de escucharlo me encanta los amo y por sierto odio a los @<username>,0,2,0,2,0,0
esp_train_track_b_00272,Me puse a llorar como si no ubiera un mañana y toda mi familia se rieron de mi 😢😍😙😘😚😻💑❤💙💚💛💜💓💔💕💖💗💘💝💞💟,0,0,0,0,2,0
esp_train_track_b_00273,Los odio como les dicen eso a los @<username>,2,2,0,0,0,0
esp_train_track_b_00274,Pobre del q estaba con el dentista☺😱😨,0,0,1,0,2,0
esp_train_track_b_00275,Son muy malos los hairert,2,2,0,0,0,0
esp_train_track_b_00276,"Que feo lo que hizo Pol Pot, muy triste. Saludos desde Costa Rica",0,0,0,0,2,0
esp_train_track_b_00277,Es un fenómeno que se está presentando en varias ciudades del mundo. Los lugareños la estan viendo grave.,0,0,2,0,2,0
esp_train_track_b_00278,El juego más insano que jamás ❌ haya visto en mi vida 😂😂,0,0,2,2,0,2
esp_train_track_b_00279,"Explicas muy bien, te estoy entendiendo",0,0,0,2,0,0
