id,anger,fear,joy,sadness,surprise
eng_test_track1_435,0,0,0,0,1
eng_test_track1_436,0,1,0,0,0
eng_test_track1_437,1,1,0,1,0
eng_test_track1_438,0,1,1,0,0
eng_test_track1_439,0,1,1,0,1
eng_test_track1_440,0,0,0,0,0
eng_test_track1_441,0,1,0,1,0
eng_test_track1_442,0,1,0,1,1
eng_test_track1_443,0,0,0,0,1
eng_test_track1_444,0,1,0,1,0
eng_test_track1_445,0,1,0,1,0
eng_test_track1_446,0,0,1,0,0
eng_test_track1_447,0,1,0,1,0
eng_test_track1_448,0,1,0,1,0
eng_test_track1_449,0,1,0,1,0
eng_test_track1_450,0,1,0,1,0
eng_test_track1_451,0,0,0,0,1
eng_test_track1_452,0,0,0,0,0
eng_test_track1_453,0,1,0,0,0
eng_test_track1_454,0,1,0,0,0
eng_test_track1_455,0,1,0,0,1
eng_test_track1_456,0,0,0,1,0
eng_test_track1_457,0,1,0,1,0
eng_test_track1_458,1,1,0,0,1
eng_test_track1_459,0,1,1,0,0
eng_test_track1_460,0,0,0,0,0
eng_test_track1_461,0,0,1,0,0
eng_test_track1_462,0,0,1,0,0
eng_test_track1_463,0,0,0,0,0
eng_test_track1_464,0,1,0,0,0
eng_test_track1_465,0,0,1,1,0
eng_test_track1_466,0,0,1,0,1
eng_test_track1_467,0,1,0,0,1
eng_test_track1_468,0,1,0,0,0
eng_test_track1_469,0,1,0,0,0
eng_test_track1_470,0,0,1,0,1
eng_test_track1_471,0,1,0,1,0
eng_test_track1_472,0,1,0,1,0
eng_test_track1_473,0,1,0,0,0
eng_test_track1_474,0,0,0,0,0
eng_test_track1_475,1,1,0,0,0
eng_test_track1_476,0,0,1,0,0
eng_test_track1_477,0,0,1,0,0
eng_test_track1_478,0,1,0,1,0
eng_test_track1_479,0,1,0,0,0
eng_test_track1_480,0,0,1,0,0
eng_test_track1_481,0,1,0,0,0
eng_test_track1_482,0,0,0,0,0
eng_test_track1_483,0,1,1,0,0
eng_test_track1_484,0,1,0,0,1
eng_test_track1_485,1,0,0,0,0
eng_test_track1_486,0,1,0,0,0
eng_test_track1_487,0,1,0,1,0
eng_test_track1_488,1,1,0,1,1
eng_test_track1_489,0,1,0,0,1
eng_test_track1_490,0,0,1,0,1
eng_test_track1_491,0,0,1,0,0
eng_test_track1_492,1,0,0,0,0
eng_test_track1_493,0,0,1,0,0
eng_test_track1_494,0,1,0,0,0
eng_test_track1_495,0,1,0,1,0
eng_test_track1_496,0,1,0,0,0
eng_test_track1_497,0,1,0,0,1
eng_test_track1_498,0,1,0,0,1
eng_test_track1_499,1,1,0,1,0
eng_test_track1_500,0,1,0,0,1
eng_test_track1_501,0,1,1,0,0
eng_test_track1_502,0,0,0,0,0
eng_test_track1_503,0,0,0,1,0
eng_test_track1_504,0,0,0,0,0
eng_test_track1_505,0,1,0,0,0
eng_test_track1_506,0,0,0,1,1
eng_test_track1_507,0,1,0,0,0
eng_test_track1_508,0,1,0,0,0
eng_test_track1_509,0,1,0,0,1
eng_test_track1_510,0,1,0,0,1
eng_test_track1_511,0,0,0,0,0
eng_test_track1_512,1,0,0,0,0
eng_test_track1_513,0,1,0,0,1
eng_test_track1_514,0,1,0,1,0
eng_test_track1_515,0,1,0,1,1
eng_test_track1_516,0,1,0,0,1
eng_test_track1_517,0,1,0,0,1
eng_test_track1_518,1,0,0,0,0
eng_test_track1_519,0,0,1,0,0
eng_test_track1_520,0,1,0,0,0
eng_test_track1_521,0,0,1,0,0
eng_test_track1_522,0,0,0,0,1
eng_test_track1_523,0,0,1,0,1
eng_test_track1_524,1,0,0,1,0
eng_test_track1_525,0,0,0,1,0
eng_test_track1_526,0,1,1,0,1
eng_test_track1_527,0,1,0,1,0
eng_test_track1_528,0,0,1,0,0
eng_test_track1_529,0,1,0,0,1
eng_test_track1_530,0,0,0,0,0
eng_test_track1_531,0,1,1,0,0
eng_test_track1_532,0,1,0,0,1
eng_test_track1_533,1,0,0,1,0
eng_test_track1_534,0,1,0,0,0
eng_test_track1_535,0,1,1,0,0
eng_test_track1_536,0,1,0,1,1
eng_test_track1_537,0,0,1,0,0
eng_test_track1_538,0,0,1,1,0
eng_test_track1_539,0,1,0,0,0
eng_test_track1_540,0,0,1,0,0
eng_test_track1_541,0,1,0,0,1
eng_test_track1_542,1,1,0,1,0
eng_test_track1_543,0,1,0,0,0
eng_test_track1_544,1,1,0,0,1
eng_test_track1_545,0,0,0,1,0
eng_test_track1_546,0,1,0,0,0
eng_test_track1_547,0,0,1,0,1
eng_test_track1_548,0,1,0,0,0
eng_test_track1_549,0,0,0,0,0
eng_test_track1_550,0,0,0,0,0
eng_test_track1_551,0,0,1,0,1
eng_test_track1_552,0,0,0,0,0
eng_test_track1_553,0,0,0,0,0
eng_test_track1_554,0,1,0,0,0
eng_test_track1_555,0,1,0,1,0
eng_test_track1_556,0,0,0,0,0
eng_test_track1_557,1,0,0,0,0
eng_test_track1_558,1,1,0,1,0
eng_test_track1_559,0,1,0,1,0
eng_test_track1_560,0,1,0,0,0
eng_test_track1_561,0,1,0,1,0
eng_test_track1_562,0,1,0,0,1
eng_test_track1_563,0,1,0,1,0
eng_test_track1_564,0,0,1,0,1
eng_test_track1_565,0,1,0,0,1
eng_test_track1_566,0,1,0,0,1
eng_test_track1_567,0,0,0,0,0
eng_test_track1_568,1,1,0,0,0
eng_test_track1_569,0,0,0,0,1
eng_test_track1_570,0,1,0,1,0
eng_test_track1_571,0,1,1,0,1
eng_test_track1_572,0,0,0,0,0
eng_test_track1_573,0,0,1,0,0
eng_test_track1_574,0,1,0,0,1
eng_test_track1_575,1,1,0,1,1
eng_test_track1_576,0,0,0,1,0
eng_test_track1_577,0,1,0,0,1
eng_test_track1_578,0,0,1,0,0
eng_test_track1_579,0,1,0,0,0
eng_test_track1_580,0,0,1,0,0
eng_test_track1_581,0,1,0,0,1
eng_test_track1_582,0,0,1,0,0
eng_test_track1_583,0,0,1,0,0
eng_test_track1_584,0,0,0,0,0
eng_test_track1_585,0,0,0,1,0
eng_test_track1_586,0,0,1,0,0
eng_test_track1_587,0,1,0,0,1
eng_test_track1_588,0,1,0,1,0
eng_test_track1_589,0,1,0,1,0
eng_test_track1_590,0,0,1,0,0
eng_test_track1_591,0,0,1,0,0
eng_test_track1_592,0,1,0,0,0
eng_test_track1_593,0,1,0,1,1
eng_test_track1_594,0,1,0,1,0
eng_test_track1_595,0,0,0,0,0
eng_test_track1_596,0,1,0,0,1
eng_test_track1_597,0,1,0,1,0
eng_test_track1_598,0,1,0,0,0
eng_test_track1_599,1,1,0,0,1
eng_test_track1_600,0,1,0,0,1
eng_test_track1_601,0,1,0,0,0
eng_test_track1_602,1,1,0,0,1
eng_test_track1_603,1,0,0,1,0
eng_test_track1_604,0,0,1,0,1
eng_test_track1_605,0,0,0,0,0
eng_test_track1_606,0,0,1,0,0
eng_test_track1_607,0,1,0,0,0
eng_test_track1_608,1,0,0,0,0
eng_test_track1_609,0,1,0,1,0
eng_test_track1_610,0,0,0,0,0
eng_test_track1_611,0,0,1,1,1
eng_test_track1_612,0,0,1,0,1
eng_test_track1_613,0,0,0,1,0
eng_test_track1_614,0,0,1,0,1
eng_test_track1_615,0,1,0,0,1
eng_test_track1_616,0,1,0,0,1
eng_test_track1_617,0,1,0,0,1
eng_test_track1_618,0,0,0,0,0
eng_test_track1_619,0,1,0,1,0
eng_test_track1_620,0,1,0,0,0
eng_test_track1_621,0,0,1,0,0
eng_test_track1_622,0,0,1,0,0
eng_test_track1_623,0,0,0,1,0
eng_test_track1_624,0,0,1,0,0
eng_test_track1_625,0,0,0,1,0
eng_test_track1_626,0,0,1,0,0
eng_test_track1_627,0,1,0,0,1
eng_test_track1_628,0,0,1,0,0
eng_test_track1_629,0,1,0,0,0
eng_test_track1_630,0,0,0,0,1
eng_test_track1_631,0,0,1,0,0
eng_test_track1_632,1,1,0,1,0
eng_test_track1_633,0,1,0,0,0
eng_test_track1_634,0,1,0,0,1
eng_test_track1_635,0,0,0,1,0
eng_test_track1_636,0,1,0,1,1
eng_test_track1_637,0,1,0,1,1
eng_test_track1_638,0,0,0,1,0
eng_test_track1_639,0,0,1,0,1
eng_test_track1_640,0,0,1,0,0
eng_test_track1_641,1,1,0,1,0
eng_test_track1_642,0,0,1,0,0
eng_test_track1_643,0,0,0,0,1
eng_test_track1_644,0,0,1,0,0
eng_test_track1_645,1,1,0,1,0
eng_test_track1_646,0,1,0,0,0
eng_test_track1_647,0,1,0,0,0
eng_test_track1_648,0,0,0,0,0
eng_test_track1_649,0,0,0,0,0
eng_test_track1_650,0,1,0,0,1
eng_test_track1_651,0,1,0,0,0
eng_test_track1_652,1,1,0,0,0
eng_test_track1_653,1,1,0,1,0
eng_test_track1_654,0,1,0,1,0
eng_test_track1_655,0,1,0,1,0
eng_test_track1_656,0,0,1,0,0
eng_test_track1_657,0,1,0,0,1
eng_test_track1_658,0,1,0,0,1
eng_test_track1_659,0,0,1,0,0
eng_test_track1_660,0,0,1,0,0
eng_test_track1_661,0,1,0,0,0
eng_test_track1_662,0,0,0,0,0
eng_test_track1_663,0,1,0,1,1
eng_test_track1_664,0,0,0,0,0
eng_test_track1_665,0,1,0,0,1
eng_test_track1_666,1,1,0,1,0
eng_test_track1_667,0,1,0,1,1
eng_test_track1_668,0,0,1,0,0
eng_test_track1_669,0,0,1,0,0
eng_test_track1_670,0,1,0,1,0
eng_test_track1_671,1,1,0,0,0
eng_test_track1_672,1,1,0,0,1
eng_test_track1_673,1,1,0,0,0
eng_test_track1_674,0,0,0,0,0
eng_test_track1_675,0,1,0,1,0
eng_test_track1_676,0,0,1,0,0
eng_test_track1_677,0,0,0,0,1
eng_test_track1_678,0,1,0,0,1
eng_test_track1_679,0,1,0,0,0
eng_test_track1_680,0,1,0,1,0
eng_test_track1_681,1,0,0,1,0
eng_test_track1_682,0,1,1,0,1
eng_test_track1_683,0,0,0,0,0
eng_test_track1_684,0,1,0,1,0
eng_test_track1_685,0,1,0,1,0
eng_test_track1_686,0,0,1,0,0
eng_test_track1_687,0,0,1,0,1
eng_test_track1_688,0,0,1,0,0
eng_test_track1_689,0,0,1,0,0
eng_test_track1_690,0,0,1,0,1
eng_test_track1_691,0,0,1,0,1
eng_test_track1_692,1,1,0,0,1
eng_test_track1_693,0,0,0,1,1
eng_test_track1_694,0,1,0,0,0
eng_test_track1_695,0,0,1,0,0
eng_test_track1_696,0,1,0,0,0
eng_test_track1_697,0,0,1,0,0
eng_test_track1_698,0,1,0,1,0
