id,anger,disgust,fear,joy,sadness,surprise
chn_test_track_c_00052,0,0,0,0,0,0
chn_test_track_c_00053,0,0,0,0,1,0
chn_test_track_c_00054,1,1,0,0,0,0
chn_test_track_c_00055,0,0,0,0,0,0
chn_test_track_c_00056,0,0,1,0,1,1
chn_test_track_c_00057,0,0,0,0,0,0
chn_test_track_c_00058,0,0,0,1,0,0
chn_test_track_c_00059,0,0,0,1,0,0
chn_test_track_c_00060,0,0,0,0,0,0
chn_test_track_c_00061,1,0,0,0,0,0
chn_test_track_c_00062,0,0,0,0,0,0
chn_test_track_c_00063,1,0,0,0,0,0
chn_test_track_c_00064,1,1,0,0,1,0
chn_test_track_c_00065,0,0,0,1,0,0
chn_test_track_c_00066,0,0,0,1,0,0
chn_test_track_c_00067,0,0,0,0,1,0
chn_test_track_c_00068,1,0,0,0,0,0
chn_test_track_c_00069,0,0,0,0,0,0
chn_test_track_c_00070,1,1,0,0,0,0
chn_test_track_c_00071,0,0,0,0,1,0
chn_test_track_c_00072,1,0,0,0,0,0
chn_test_track_c_00073,1,1,0,0,0,0
chn_test_track_c_00074,1,0,0,0,0,0
chn_test_track_c_00075,0,0,0,0,0,0
chn_test_track_c_00076,1,0,0,0,1,0
chn_test_track_c_00077,1,0,0,0,0,0
chn_test_track_c_00078,1,0,0,0,0,0
chn_test_track_c_00079,0,0,0,1,0,0
chn_test_track_c_00080,1,0,0,0,0,1
chn_test_track_c_00081,1,1,0,0,1,0
chn_test_track_c_00082,1,0,0,0,0,0
chn_test_track_c_00083,1,0,0,0,0,0
chn_test_track_c_00084,0,0,0,1,0,0
chn_test_track_c_00085,1,0,0,0,0,0
chn_test_track_c_00086,0,0,0,0,1,0
chn_test_track_c_00087,0,0,0,0,0,0
chn_test_track_c_00088,0,0,0,0,0,0
chn_test_track_c_00089,1,0,0,0,0,0
chn_test_track_c_00090,1,1,0,0,0,0
chn_test_track_c_00091,1,1,0,0,0,1
chn_test_track_c_00092,0,0,0,1,0,0
chn_test_track_c_00093,0,0,0,1,0,0
chn_test_track_c_00094,1,0,0,0,0,0
chn_test_track_c_00095,1,0,0,0,0,0
chn_test_track_c_00096,0,0,0,0,0,0
chn_test_track_c_00097,0,0,0,0,0,0
chn_test_track_c_00098,0,0,0,0,0,0
chn_test_track_c_00099,0,0,0,1,0,0
chn_test_track_c_00100,1,0,0,0,0,0
chn_test_track_c_00101,0,0,0,0,0,0
chn_test_track_c_00102,0,0,0,0,0,0
chn_test_track_c_00103,0,0,0,0,0,0
chn_test_track_c_00104,1,0,0,0,0,1
chn_test_track_c_00105,1,0,0,0,0,0
chn_test_track_c_00106,0,0,0,0,0,1
chn_test_track_c_00107,0,0,0,1,0,0
chn_test_track_c_00108,0,0,0,0,0,0
chn_test_track_c_00109,1,1,0,0,0,0
chn_test_track_c_00110,1,1,0,0,0,0
chn_test_track_c_00111,0,0,0,0,1,0
chn_test_track_c_00112,0,0,0,0,0,0
chn_test_track_c_00113,0,0,0,1,0,0
chn_test_track_c_00114,0,0,0,0,0,0
chn_test_track_c_00115,0,0,0,1,0,0
chn_test_track_c_00116,1,1,0,0,0,0
chn_test_track_c_00117,1,0,0,0,0,0
chn_test_track_c_00118,1,1,0,0,0,0
chn_test_track_c_00119,0,0,0,0,1,0
chn_test_track_c_00120,1,1,0,0,1,0
chn_test_track_c_00121,0,0,0,1,0,0
chn_test_track_c_00122,1,0,0,0,0,0
chn_test_track_c_00123,0,0,0,0,0,0
chn_test_track_c_00124,1,0,0,0,0,0
chn_test_track_c_00125,0,0,0,0,0,0
chn_test_track_c_00126,1,0,0,0,0,0
chn_test_track_c_00127,0,0,0,0,0,1
chn_test_track_c_00128,1,0,0,0,0,0
chn_test_track_c_00129,0,0,0,0,1,0
chn_test_track_c_00130,0,0,0,1,0,0
chn_test_track_c_00131,0,0,0,1,0,0
chn_test_track_c_00132,1,1,0,0,0,0
chn_test_track_c_00133,0,0,0,1,0,0
chn_test_track_c_00134,0,0,0,0,1,0
chn_test_track_c_00135,0,0,0,1,0,0
chn_test_track_c_00136,1,1,0,0,0,0
chn_test_track_c_00137,0,0,0,1,0,0
chn_test_track_c_00138,1,0,0,0,0,0
chn_test_track_c_00139,0,0,0,0,0,0
chn_test_track_c_00140,0,1,0,0,0,0
chn_test_track_c_00141,1,1,0,0,0,0
chn_test_track_c_00142,0,0,0,0,0,0
chn_test_track_c_00143,0,0,0,1,0,0
chn_test_track_c_00144,0,0,0,1,0,0
chn_test_track_c_00145,1,0,0,0,0,0
chn_test_track_c_00146,1,0,0,0,0,0
chn_test_track_c_00147,0,0,0,0,0,0
chn_test_track_c_00148,0,0,0,1,0,0
chn_test_track_c_00149,1,0,0,0,0,0
chn_test_track_c_00150,0,0,0,1,0,0
chn_test_track_c_00151,0,0,0,1,0,1
chn_test_track_c_00152,1,0,0,0,0,1
chn_test_track_c_00153,0,0,0,0,0,0
chn_test_track_c_00154,0,0,0,0,0,0
chn_test_track_c_00155,0,0,0,1,0,0
chn_test_track_c_00156,0,0,0,1,0,0
chn_test_track_c_00157,0,0,0,0,0,0
chn_test_track_c_00158,0,0,0,1,0,0
chn_test_track_c_00159,1,0,0,0,0,0
chn_test_track_c_00160,1,0,0,0,0,0
chn_test_track_c_00161,0,0,0,0,0,0
chn_test_track_c_00162,1,0,0,0,0,0
chn_test_track_c_00163,0,0,0,0,0,0
chn_test_track_c_00164,0,0,0,0,0,0
chn_test_track_c_00165,1,1,0,0,0,0
chn_test_track_c_00166,0,0,0,1,0,0
chn_test_track_c_00167,0,0,1,0,1,0
chn_test_track_c_00168,0,0,0,0,1,0
chn_test_track_c_00169,1,0,0,0,0,1
chn_test_track_c_00170,1,1,0,0,0,0
chn_test_track_c_00171,1,1,0,0,0,0
chn_test_track_c_00172,1,0,0,0,0,0
chn_test_track_c_00173,1,0,0,0,0,0
chn_test_track_c_00174,1,1,0,0,1,0
chn_test_track_c_00175,1,0,0,0,0,0
chn_test_track_c_00176,0,0,0,1,0,1
chn_test_track_c_00177,0,0,0,0,1,0
chn_test_track_c_00178,1,0,0,0,0,0
chn_test_track_c_00179,1,0,0,0,0,0
chn_test_track_c_00180,1,1,0,0,0,0
chn_test_track_c_00181,0,0,0,1,0,0
chn_test_track_c_00182,0,0,0,0,0,0
chn_test_track_c_00183,0,0,0,1,0,0
chn_test_track_c_00184,0,0,0,1,0,0
chn_test_track_c_00185,0,0,0,0,0,0
chn_test_track_c_00186,1,0,0,0,1,0
chn_test_track_c_00187,1,1,0,0,0,0
chn_test_track_c_00188,1,1,0,0,0,0
chn_test_track_c_00189,1,0,0,0,0,0
chn_test_track_c_00190,1,0,0,0,0,0
chn_test_track_c_00191,0,0,0,0,1,0
chn_test_track_c_00192,0,0,0,1,0,0
chn_test_track_c_00193,1,0,0,0,0,0
chn_test_track_c_00194,0,0,0,1,0,0
chn_test_track_c_00195,1,1,0,0,0,0
chn_test_track_c_00196,1,0,1,0,0,0
chn_test_track_c_00197,1,0,0,0,0,0
chn_test_track_c_00198,1,0,0,0,0,0
chn_test_track_c_00199,1,1,0,0,0,0
chn_test_track_c_00200,0,0,0,0,0,0
chn_test_track_c_00201,1,1,0,0,0,0
chn_test_track_c_00202,1,0,0,0,0,0
chn_test_track_c_00203,0,0,0,1,0,0
chn_test_track_c_00204,0,0,0,0,0,0
chn_test_track_c_00205,1,0,0,0,0,0
chn_test_track_c_00206,0,0,0,0,1,0
chn_test_track_c_00207,1,1,0,0,0,0
chn_test_track_c_00208,1,1,0,0,0,1
chn_test_track_c_00209,0,1,0,0,0,0
chn_test_track_c_00210,1,0,0,0,0,0
chn_test_track_c_00211,1,0,0,0,0,0
chn_test_track_c_00212,1,0,0,0,0,0
chn_test_track_c_00213,0,0,0,1,0,0
chn_test_track_c_00214,1,1,0,0,0,0
chn_test_track_c_00215,0,0,0,0,1,0
chn_test_track_c_00216,0,0,0,1,0,0
chn_test_track_c_00217,0,0,0,0,0,0
chn_test_track_c_00218,1,0,0,0,0,0
chn_test_track_c_00219,1,0,0,0,0,0
chn_test_track_c_00220,1,0,0,0,0,0
chn_test_track_c_00221,1,0,0,0,0,0
chn_test_track_c_00222,0,0,0,1,0,0
chn_test_track_c_00223,0,0,0,1,0,0
chn_test_track_c_00224,1,0,0,0,1,0
chn_test_track_c_00225,0,0,0,1,0,0
chn_test_track_c_00226,1,0,0,0,0,0
chn_test_track_c_00227,0,0,0,1,0,0
chn_test_track_c_00228,0,0,0,1,0,0
chn_test_track_c_00229,1,0,0,0,0,1
chn_test_track_c_00230,0,0,0,0,0,0
chn_test_track_c_00231,0,0,0,1,0,0
chn_test_track_c_00232,1,0,0,0,0,0
chn_test_track_c_00233,1,1,0,0,0,0
chn_test_track_c_00234,1,1,0,0,0,0
chn_test_track_c_00235,0,0,0,0,0,0
chn_test_track_c_00236,1,0,0,0,0,1
chn_test_track_c_00237,0,0,0,1,0,0
chn_test_track_c_00238,0,1,0,0,0,0
chn_test_track_c_00239,0,0,0,1,0,0
chn_test_track_c_00240,0,0,0,0,0,0
chn_test_track_c_00241,1,1,0,0,0,0
chn_test_track_c_00242,0,0,0,0,0,0
chn_test_track_c_00243,1,0,0,0,0,0
chn_test_track_c_00244,0,0,0,0,0,0
chn_test_track_c_00245,1,0,1,0,0,0
chn_test_track_c_00246,1,1,0,0,0,0
chn_test_track_c_00247,0,0,0,0,0,0
chn_test_track_c_00248,0,0,0,0,0,0
chn_test_track_c_00249,0,0,0,0,0,0
chn_test_track_c_00250,1,0,0,0,0,0
chn_test_track_c_00251,0,0,0,0,0,0
chn_test_track_c_00252,0,0,1,0,0,0
chn_test_track_c_00253,0,0,0,1,0,0
chn_test_track_c_00254,0,0,0,0,1,0
chn_test_track_c_00255,0,0,0,0,0,0
chn_test_track_c_00256,0,0,0,0,1,0
chn_test_track_c_00257,0,0,0,0,0,0
chn_test_track_c_00258,1,0,0,0,0,0
chn_test_track_c_00259,1,1,0,0,0,0
chn_test_track_c_00260,0,0,0,0,0,0
chn_test_track_c_00261,1,0,0,0,0,0
chn_test_track_c_00262,1,0,0,0,0,0
chn_test_track_c_00263,0,0,0,0,0,0
chn_test_track_c_00264,0,0,1,0,0,0
chn_test_track_c_00265,1,0,0,0,0,0
chn_test_track_c_00266,1,1,0,0,0,1
chn_test_track_c_00267,1,0,0,0,1,0
chn_test_track_c_00268,1,0,0,0,0,0
chn_test_track_c_00269,1,0,0,0,0,0
chn_test_track_c_00270,0,0,0,0,0,0
chn_test_track_c_00271,0,0,0,1,0,0
chn_test_track_c_00272,1,0,0,0,0,0
chn_test_track_c_00273,0,0,0,0,1,0
chn_test_track_c_00274,0,0,0,0,0,0
chn_test_track_c_00275,1,0,0,0,1,0
chn_test_track_c_00276,1,0,0,0,0,0
chn_test_track_c_00277,1,0,0,0,0,1
chn_test_track_c_00278,0,0,0,0,1,0
chn_test_track_c_00279,1,1,0,0,0,0
chn_test_track_c_00280,0,0,0,1,0,0
chn_test_track_c_00281,0,0,0,1,0,0
chn_test_track_c_00282,0,0,0,0,0,0
chn_test_track_c_00283,1,1,0,0,1,0
chn_test_track_c_00284,1,0,0,0,0,0
chn_test_track_c_00285,1,0,0,0,0,0
chn_test_track_c_00286,0,0,0,0,1,0
chn_test_track_c_00287,0,0,0,0,0,0
chn_test_track_c_00288,1,0,0,0,1,0
chn_test_track_c_00289,0,0,0,1,0,0
chn_test_track_c_00290,1,0,0,0,0,0
chn_test_track_c_00291,0,0,0,1,0,0
chn_test_track_c_00292,1,0,0,0,0,0
chn_test_track_c_00293,0,0,0,0,0,0
chn_test_track_c_00294,0,0,0,1,0,0
chn_test_track_c_00295,1,0,0,0,0,0
chn_test_track_c_00296,0,0,0,1,0,0
chn_test_track_c_00297,0,0,0,1,0,0
chn_test_track_c_00298,1,1,0,0,0,0
chn_test_track_c_00299,0,0,0,0,1,0
chn_test_track_c_00300,0,0,0,0,1,0
chn_test_track_c_00301,1,0,0,0,0,0
chn_test_track_c_00302,0,0,0,1,0,0
chn_test_track_c_00303,0,0,0,0,0,0
chn_test_track_c_00304,1,0,0,0,0,1
chn_test_track_c_00305,0,0,0,1,0,0
chn_test_track_c_00306,1,0,0,0,0,0
chn_test_track_c_00307,0,0,0,1,0,0
chn_test_track_c_00308,0,0,0,0,0,0
chn_test_track_c_00309,1,0,0,0,0,0
chn_test_track_c_00310,0,0,0,0,1,0
chn_test_track_c_00311,0,0,0,0,1,0
chn_test_track_c_00312,1,0,0,0,0,0
chn_test_track_c_00313,1,0,0,0,0,0
chn_test_track_c_00314,0,0,0,0,0,0
chn_test_track_c_00315,0,0,0,1,0,0
chn_test_track_c_00316,0,0,0,0,0,0
chn_test_track_c_00317,1,0,0,0,0,0
chn_test_track_c_00318,1,0,0,0,0,0
chn_test_track_c_00319,0,0,0,1,0,0
chn_test_track_c_00320,0,0,0,0,0,0
chn_test_track_c_00321,1,0,0,0,0,0
chn_test_track_c_00322,0,0,0,1,0,0
chn_test_track_c_00323,1,0,0,0,0,1
chn_test_track_c_00324,1,1,0,0,0,0
chn_test_track_c_00325,1,0,0,0,0,0
chn_test_track_c_00326,0,0,0,1,0,0
chn_test_track_c_00327,1,0,0,0,0,0
chn_test_track_c_00328,0,0,0,1,0,0
chn_test_track_c_00329,1,0,0,0,0,0
chn_test_track_c_00330,0,0,0,1,0,0
chn_test_track_c_00331,0,0,0,0,0,0
chn_test_track_c_00332,1,1,0,0,0,0
chn_test_track_c_00333,0,0,0,1,0,0
chn_test_track_c_00334,0,0,0,0,1,0
chn_test_track_c_00335,0,0,0,0,0,0
chn_test_track_c_00336,0,0,0,0,1,0
chn_test_track_c_00337,0,0,0,0,0,1
chn_test_track_c_00338,1,1,0,0,0,0
chn_test_track_c_00339,1,0,0,0,0,1
chn_test_track_c_00340,1,1,0,0,0,0
chn_test_track_c_00341,0,0,0,0,0,1
chn_test_track_c_00342,0,0,0,1,0,0
chn_test_track_c_00343,0,0,0,1,0,0
chn_test_track_c_00344,0,0,1,0,1,0
chn_test_track_c_00345,0,0,0,0,0,0
chn_test_track_c_00346,1,1,0,0,0,0
chn_test_track_c_00347,1,0,0,0,1,0
chn_test_track_c_00348,0,0,0,0,1,0
chn_test_track_c_00349,0,0,0,1,0,0
chn_test_track_c_00350,0,0,0,0,1,0
chn_test_track_c_00351,1,0,0,0,1,0
chn_test_track_c_00352,0,0,0,0,0,0
chn_test_track_c_00353,0,0,0,1,0,0
chn_test_track_c_00354,1,0,0,0,0,1
chn_test_track_c_00355,1,0,0,0,0,1
chn_test_track_c_00356,0,0,0,0,1,0
chn_test_track_c_00357,1,0,0,0,0,0
chn_test_track_c_00358,0,0,0,0,0,0
chn_test_track_c_00359,0,0,0,1,0,0
chn_test_track_c_00360,1,1,0,0,0,0
chn_test_track_c_00361,0,0,0,0,1,0
chn_test_track_c_00362,0,0,0,0,0,0
chn_test_track_c_00363,0,0,0,1,0,0
chn_test_track_c_00364,0,0,0,0,0,0
chn_test_track_c_00365,0,0,0,1,0,0
chn_test_track_c_00366,0,0,0,0,0,0
chn_test_track_c_00367,0,0,0,1,0,0
chn_test_track_c_00368,1,0,0,0,0,0
chn_test_track_c_00369,1,0,0,0,0,0
chn_test_track_c_00370,0,0,0,1,0,0
chn_test_track_c_00371,1,0,0,0,0,0
chn_test_track_c_00372,1,0,0,0,0,1
chn_test_track_c_00373,0,0,0,0,1,0
chn_test_track_c_00374,0,0,0,1,0,0
chn_test_track_c_00375,1,1,0,0,0,0
chn_test_track_c_00376,0,0,0,1,0,0
chn_test_track_c_00377,0,0,0,0,0,0
chn_test_track_c_00378,0,0,0,0,1,0
chn_test_track_c_00379,0,0,0,0,0,0
chn_test_track_c_00380,1,1,0,0,0,0
chn_test_track_c_00381,1,0,0,0,1,0
chn_test_track_c_00382,1,1,0,0,0,0
chn_test_track_c_00383,1,1,0,0,0,0
chn_test_track_c_00384,1,0,0,0,0,0
chn_test_track_c_00385,0,0,0,1,0,0
chn_test_track_c_00386,1,0,0,0,0,0
chn_test_track_c_00387,0,0,0,0,0,0
chn_test_track_c_00388,1,0,0,0,0,0
chn_test_track_c_00389,1,0,0,0,0,0
chn_test_track_c_00390,1,0,0,0,0,0
chn_test_track_c_00391,0,0,0,1,0,0
chn_test_track_c_00392,0,0,0,1,0,0
chn_test_track_c_00393,0,0,0,1,0,0
chn_test_track_c_00394,0,0,0,0,0,0
chn_test_track_c_00395,0,0,0,0,0,0
chn_test_track_c_00396,0,0,0,1,0,0
chn_test_track_c_00397,1,1,0,0,0,0
chn_test_track_c_00398,0,0,0,1,0,0
chn_test_track_c_00399,0,0,0,0,0,0
chn_test_track_c_00400,0,0,0,0,0,0
chn_test_track_c_00401,1,0,0,0,0,1
chn_test_track_c_00402,1,0,0,0,0,0
chn_test_track_c_00403,0,0,0,0,0,0
chn_test_track_c_00404,0,0,0,1,0,0
chn_test_track_c_00405,0,0,0,0,0,0
chn_test_track_c_00406,1,0,0,0,0,0
chn_test_track_c_00407,0,0,0,1,0,0
chn_test_track_c_00408,0,0,0,0,0,0
chn_test_track_c_00409,1,0,0,0,0,0
chn_test_track_c_00410,0,0,0,1,0,0
chn_test_track_c_00411,0,0,0,0,0,0
chn_test_track_c_00412,1,0,0,0,1,0
chn_test_track_c_00413,1,1,0,0,0,0
chn_test_track_c_00414,1,1,0,0,0,0
chn_test_track_c_00415,0,0,0,1,0,0
chn_test_track_c_00416,1,0,0,0,0,0
chn_test_track_c_00417,0,0,0,1,0,0
chn_test_track_c_00418,1,1,0,0,0,0
chn_test_track_c_00419,1,0,0,0,0,0
chn_test_track_c_00420,0,0,0,1,0,0
chn_test_track_c_00421,0,0,0,0,0,0
chn_test_track_c_00422,1,1,0,0,0,0
chn_test_track_c_00423,0,0,0,0,1,0
chn_test_track_c_00424,0,0,0,0,0,0
chn_test_track_c_00425,0,0,0,0,0,0
chn_test_track_c_00426,1,0,0,0,0,0
chn_test_track_c_00427,0,0,0,1,0,0
chn_test_track_c_00428,1,0,1,0,0,0
chn_test_track_c_00429,0,0,0,0,0,0
chn_test_track_c_00430,1,1,0,0,0,0
chn_test_track_c_00431,1,0,0,0,1,0
chn_test_track_c_00432,0,0,0,1,0,0
chn_test_track_c_00433,0,0,0,0,0,0
chn_test_track_c_00434,1,0,0,0,1,0
chn_test_track_c_00435,1,1,0,0,0,0
chn_test_track_c_00436,0,0,0,0,0,0
chn_test_track_c_00437,0,0,0,0,0,0
chn_test_track_c_00438,0,0,0,0,0,0
chn_test_track_c_00439,1,1,0,0,0,0
chn_test_track_c_00440,1,0,0,0,1,0
chn_test_track_c_00441,1,1,0,0,0,0
chn_test_track_c_00442,1,1,0,0,0,0
chn_test_track_c_00443,0,0,0,1,0,0
chn_test_track_c_00444,1,0,0,0,0,0
chn_test_track_c_00445,0,0,0,1,0,0
chn_test_track_c_00446,1,0,0,0,0,0
chn_test_track_c_00447,1,1,0,0,0,0
chn_test_track_c_00448,1,1,0,0,0,0
chn_test_track_c_00449,0,0,0,0,0,1
chn_test_track_c_00450,0,0,0,0,1,0
chn_test_track_c_00451,0,0,0,0,0,0
chn_test_track_c_00452,1,0,0,0,0,1
chn_test_track_c_00453,0,0,0,1,0,0
chn_test_track_c_00454,0,0,0,1,0,0
chn_test_track_c_00455,1,0,0,0,0,0
chn_test_track_c_00456,1,1,0,0,0,0
chn_test_track_c_00457,1,0,0,0,0,0
chn_test_track_c_00458,0,0,0,0,0,0
chn_test_track_c_00459,1,0,0,0,0,0
chn_test_track_c_00460,0,0,0,1,0,0
chn_test_track_c_00461,1,1,0,0,0,1
chn_test_track_c_00462,0,0,0,0,0,0
chn_test_track_c_00463,1,0,0,0,0,0
chn_test_track_c_00464,0,1,0,0,0,1
chn_test_track_c_00465,1,0,0,0,0,0
chn_test_track_c_00466,0,0,0,0,1,0
chn_test_track_c_00467,0,0,0,0,0,0
chn_test_track_c_00468,0,0,0,0,0,1
chn_test_track_c_00469,0,0,0,1,0,0
chn_test_track_c_00470,1,0,0,0,0,0
chn_test_track_c_00471,0,0,0,0,0,0
chn_test_track_c_00472,0,0,0,0,0,0
chn_test_track_c_00473,0,0,0,0,1,0
chn_test_track_c_00474,0,0,0,1,0,0
chn_test_track_c_00475,1,0,0,0,0,0
chn_test_track_c_00476,0,1,0,0,0,0
chn_test_track_c_00477,1,1,0,0,0,0
chn_test_track_c_00478,1,0,0,0,0,0
chn_test_track_c_00479,0,0,0,0,0,0
chn_test_track_c_00480,1,1,0,0,0,1
chn_test_track_c_00481,0,0,0,1,0,1
chn_test_track_c_00482,0,0,0,1,0,0
chn_test_track_c_00483,1,1,0,0,0,0
chn_test_track_c_00484,0,0,0,0,0,0
chn_test_track_c_00485,1,0,0,0,0,0
chn_test_track_c_00486,1,0,0,0,0,0
chn_test_track_c_00487,1,0,0,0,0,0
chn_test_track_c_00488,1,1,0,0,0,0
chn_test_track_c_00489,0,0,1,0,1,0
chn_test_track_c_00490,0,0,0,1,0,0
chn_test_track_c_00491,1,0,0,0,0,0
chn_test_track_c_00492,1,0,0,0,0,0
chn_test_track_c_00493,0,0,0,1,0,0
chn_test_track_c_00494,0,0,0,0,0,0
chn_test_track_c_00495,0,0,0,0,1,0
chn_test_track_c_00496,0,0,0,1,0,0
chn_test_track_c_00497,1,0,0,0,0,0
chn_test_track_c_00498,0,0,0,0,0,0
chn_test_track_c_00499,1,0,0,0,0,0
chn_test_track_c_00500,1,1,0,0,0,0
chn_test_track_c_00501,0,0,0,0,0,0
chn_test_track_c_00502,0,0,1,0,0,0
chn_test_track_c_00503,1,0,0,0,1,0
chn_test_track_c_00504,0,0,0,0,1,0
chn_test_track_c_00505,0,0,0,1,0,0
chn_test_track_c_00506,0,0,0,1,0,0
chn_test_track_c_00507,0,0,0,0,0,0
chn_test_track_c_00508,0,0,1,0,1,0
chn_test_track_c_00509,1,1,0,0,0,0
chn_test_track_c_00510,0,0,0,0,0,1
chn_test_track_c_00511,0,0,0,0,1,0
chn_test_track_c_00512,0,0,0,1,0,0
chn_test_track_c_00513,1,0,0,0,0,0
chn_test_track_c_00514,0,0,0,1,0,0
chn_test_track_c_00515,1,0,0,0,1,0
chn_test_track_c_00516,0,0,0,0,0,0
chn_test_track_c_00517,0,0,0,0,0,0
chn_test_track_c_00518,1,1,0,0,0,0
chn_test_track_c_00519,0,0,0,0,0,0
chn_test_track_c_00520,1,1,0,0,0,0
chn_test_track_c_00521,0,0,0,0,0,0
chn_test_track_c_00522,0,0,0,1,0,0
chn_test_track_c_00523,0,0,0,0,1,1
chn_test_track_c_00524,1,0,0,0,0,1
chn_test_track_c_00525,1,0,0,0,0,1
chn_test_track_c_00526,0,0,0,1,0,0
chn_test_track_c_00527,0,0,0,0,0,0
chn_test_track_c_00528,1,1,0,0,0,0
chn_test_track_c_00529,1,0,0,0,1,0
chn_test_track_c_00530,1,0,0,0,0,0
chn_test_track_c_00531,1,0,0,0,0,0
chn_test_track_c_00532,0,0,0,1,0,0
chn_test_track_c_00533,1,0,0,0,0,0
chn_test_track_c_00534,0,0,0,1,0,0
chn_test_track_c_00535,0,0,0,0,0,0
chn_test_track_c_00536,0,0,0,1,0,0
chn_test_track_c_00537,1,1,0,0,1,0
chn_test_track_c_00538,0,0,0,0,1,0
chn_test_track_c_00539,1,0,0,0,1,0
chn_test_track_c_00540,0,0,1,0,1,0
chn_test_track_c_00541,0,0,0,0,1,0
chn_test_track_c_00542,1,0,0,0,0,0
chn_test_track_c_00543,0,0,0,0,1,0
chn_test_track_c_00544,1,1,0,0,0,0
chn_test_track_c_00545,0,0,0,1,0,0
chn_test_track_c_00546,0,0,0,1,0,0
chn_test_track_c_00547,1,1,0,0,0,1
chn_test_track_c_00548,0,0,0,0,0,0
chn_test_track_c_00549,1,0,0,0,1,0
chn_test_track_c_00550,0,0,0,0,0,0
chn_test_track_c_00551,0,0,0,0,0,0
chn_test_track_c_00552,1,0,0,0,1,0
chn_test_track_c_00553,1,0,0,0,0,0
chn_test_track_c_00554,1,0,0,0,0,0
chn_test_track_c_00555,1,1,0,0,0,0
chn_test_track_c_00556,1,0,0,0,0,0
chn_test_track_c_00557,0,0,0,0,0,1
chn_test_track_c_00558,0,0,0,1,0,0
chn_test_track_c_00559,1,0,0,0,0,0
chn_test_track_c_00560,1,0,0,0,0,0
chn_test_track_c_00561,0,0,0,1,0,0
chn_test_track_c_00562,0,0,0,0,1,0
chn_test_track_c_00563,1,0,0,0,1,0
chn_test_track_c_00564,0,0,1,0,0,0
chn_test_track_c_00565,0,0,0,1,0,0
chn_test_track_c_00566,0,1,0,0,0,0
chn_test_track_c_00567,1,0,0,0,0,0
chn_test_track_c_00568,0,0,0,0,0,0
chn_test_track_c_00569,1,0,0,0,1,0
chn_test_track_c_00570,1,1,0,0,0,0
chn_test_track_c_00571,0,0,0,0,0,0
chn_test_track_c_00572,1,0,0,0,1,0
chn_test_track_c_00573,0,0,0,0,0,0
chn_test_track_c_00574,1,0,0,0,1,0
chn_test_track_c_00575,0,0,0,1,0,0
chn_test_track_c_00576,0,0,0,0,0,0
chn_test_track_c_00577,0,0,0,1,0,0
chn_test_track_c_00578,0,0,1,0,0,1
chn_test_track_c_00579,1,0,0,0,0,0
chn_test_track_c_00580,0,0,0,1,0,0
chn_test_track_c_00581,0,0,0,0,0,0
