id,anger,disgust,fear,joy,sadness,surprise
amh_test_track_b_00272,1,1,0,0,0,0
amh_test_track_b_00273,0,0,0,2,0,1
amh_test_track_b_00274,1,0,0,0,0,0
amh_test_track_b_00275,0,2,0,0,0,0
amh_test_track_b_00276,2,2,0,0,0,0
amh_test_track_b_00277,0,0,0,1,0,0
amh_test_track_b_00278,0,0,0,0,2,0
amh_test_track_b_00279,1,0,0,0,1,0
amh_test_track_b_00280,0,1,1,0,0,0
amh_test_track_b_00281,0,0,0,1,0,0
amh_test_track_b_00282,0,2,0,0,0,0
amh_test_track_b_00283,0,0,0,0,1,0
amh_test_track_b_00284,1,0,0,0,0,0
amh_test_track_b_00285,0,0,0,1,0,0
amh_test_track_b_00286,1,0,0,0,0,1
amh_test_track_b_00287,0,2,0,0,0,0
amh_test_track_b_00288,0,0,0,0,0,0
amh_test_track_b_00289,0,1,0,0,0,0
amh_test_track_b_00290,0,0,0,1,0,0
amh_test_track_b_00291,0,1,0,0,0,1
amh_test_track_b_00292,0,0,0,0,2,0
amh_test_track_b_00293,1,1,0,0,0,0
amh_test_track_b_00294,0,0,0,0,0,1
amh_test_track_b_00295,1,0,0,0,0,0
amh_test_track_b_00296,0,0,0,1,0,0
amh_test_track_b_00297,0,3,0,0,0,0
amh_test_track_b_00298,1,1,0,0,0,0
amh_test_track_b_00299,0,0,0,0,0,0
amh_test_track_b_00300,0,0,0,2,0,0
amh_test_track_b_00301,1,1,0,0,1,0
amh_test_track_b_00302,1,0,0,0,1,0
amh_test_track_b_00303,0,0,0,0,2,0
amh_test_track_b_00304,1,0,0,0,0,0
amh_test_track_b_00305,0,0,0,0,0,0
amh_test_track_b_00306,1,2,0,0,0,0
amh_test_track_b_00307,0,0,0,0,0,0
amh_test_track_b_00308,0,0,0,0,2,0
amh_test_track_b_00309,0,2,0,0,0,0
amh_test_track_b_00310,1,0,0,0,0,0
amh_test_track_b_00311,1,0,0,0,0,1
amh_test_track_b_00312,0,2,0,0,0,0
amh_test_track_b_00313,0,0,0,1,0,0
amh_test_track_b_00314,1,0,0,0,1,0
amh_test_track_b_00315,1,0,0,0,0,0
amh_test_track_b_00316,0,2,0,0,0,0
amh_test_track_b_00317,1,2,0,0,0,0
amh_test_track_b_00318,0,1,0,0,0,0
amh_test_track_b_00319,0,0,0,0,0,0
amh_test_track_b_00320,0,0,0,0,0,0
amh_test_track_b_00321,1,0,0,0,0,0
amh_test_track_b_00322,1,2,0,0,0,0
amh_test_track_b_00323,1,1,0,0,0,0
amh_test_track_b_00324,1,0,0,2,0,0
amh_test_track_b_00325,0,0,0,0,2,0
amh_test_track_b_00326,1,1,0,0,0,0
amh_test_track_b_00327,0,0,0,0,0,0
amh_test_track_b_00328,0,3,0,0,0,0
amh_test_track_b_00329,0,0,0,0,0,0
amh_test_track_b_00330,0,0,0,0,2,0
amh_test_track_b_00331,0,0,0,2,0,0
amh_test_track_b_00332,1,0,0,0,0,0
amh_test_track_b_00333,0,1,0,0,0,0
amh_test_track_b_00334,0,0,0,0,0,0
amh_test_track_b_00335,0,0,1,0,1,0
amh_test_track_b_00336,0,0,0,0,0,0
amh_test_track_b_00337,0,0,0,0,0,0
amh_test_track_b_00338,0,1,0,0,0,0
amh_test_track_b_00339,0,0,0,0,1,0
amh_test_track_b_00340,0,2,0,0,0,0
amh_test_track_b_00341,0,0,0,1,0,0
amh_test_track_b_00342,0,0,2,0,0,0
amh_test_track_b_00343,2,0,0,0,0,0
amh_test_track_b_00344,1,0,0,1,0,0
amh_test_track_b_00345,0,0,2,0,1,0
amh_test_track_b_00346,0,0,0,0,1,0
amh_test_track_b_00347,0,1,0,0,0,0
amh_test_track_b_00348,0,1,0,0,1,0
amh_test_track_b_00349,1,1,0,0,0,0
amh_test_track_b_00350,0,0,0,1,0,0
amh_test_track_b_00351,0,0,0,0,0,0
amh_test_track_b_00352,1,0,0,0,0,0
amh_test_track_b_00353,0,0,0,0,0,0
amh_test_track_b_00354,0,0,0,1,0,0
amh_test_track_b_00355,1,0,0,0,0,0
amh_test_track_b_00356,0,0,0,0,1,0
amh_test_track_b_00357,0,0,0,0,0,0
amh_test_track_b_00358,0,2,0,0,0,0
amh_test_track_b_00359,0,0,0,0,0,0
amh_test_track_b_00360,1,1,0,0,1,0
amh_test_track_b_00361,0,1,0,0,0,0
amh_test_track_b_00362,1,2,0,0,0,0
amh_test_track_b_00363,0,0,0,0,0,0
amh_test_track_b_00364,1,1,0,0,0,0
amh_test_track_b_00365,0,0,0,0,0,0
amh_test_track_b_00366,1,1,0,0,0,0
amh_test_track_b_00367,0,1,0,0,0,0
amh_test_track_b_00368,0,0,0,1,0,0
amh_test_track_b_00369,1,1,0,0,0,0
amh_test_track_b_00370,0,0,0,0,2,0
amh_test_track_b_00371,0,3,0,0,0,0
amh_test_track_b_00372,1,2,0,0,0,0
amh_test_track_b_00373,0,0,0,0,0,0
amh_test_track_b_00374,0,0,0,0,0,0
amh_test_track_b_00375,1,0,0,0,0,0
amh_test_track_b_00376,0,2,0,0,0,0
amh_test_track_b_00377,1,2,0,0,0,0
amh_test_track_b_00378,2,1,0,0,0,0
amh_test_track_b_00379,0,0,0,0,2,0
amh_test_track_b_00380,0,3,0,0,0,0
amh_test_track_b_00381,1,0,0,0,0,0
amh_test_track_b_00382,1,0,0,0,0,0
amh_test_track_b_00383,0,0,0,0,0,0
amh_test_track_b_00384,2,0,0,0,0,0
amh_test_track_b_00385,1,1,0,0,0,0
amh_test_track_b_00386,0,1,0,0,0,1
amh_test_track_b_00387,0,0,0,0,0,0
amh_test_track_b_00388,1,0,0,0,0,0
amh_test_track_b_00389,1,0,0,0,0,0
amh_test_track_b_00390,2,0,0,0,0,0
amh_test_track_b_00391,0,0,0,0,0,0
amh_test_track_b_00392,0,1,0,0,0,0
amh_test_track_b_00393,0,0,0,0,1,0
amh_test_track_b_00394,0,0,0,2,0,0
amh_test_track_b_00395,2,0,0,0,0,0
amh_test_track_b_00396,1,0,0,0,0,0
amh_test_track_b_00397,0,0,0,0,0,0
amh_test_track_b_00398,0,1,0,0,2,0
amh_test_track_b_00399,0,0,0,1,0,1
amh_test_track_b_00400,1,2,0,0,0,0
amh_test_track_b_00401,1,0,0,0,0,0
amh_test_track_b_00402,0,1,0,0,1,0
amh_test_track_b_00403,0,1,0,0,2,0
amh_test_track_b_00404,1,0,0,0,1,0
amh_test_track_b_00405,0,0,0,0,2,0
amh_test_track_b_00406,0,0,0,2,0,0
amh_test_track_b_00407,1,1,0,0,0,0
amh_test_track_b_00408,0,0,0,2,0,0
amh_test_track_b_00409,1,3,0,0,0,0
amh_test_track_b_00410,0,2,0,0,0,0
amh_test_track_b_00411,0,0,0,2,0,0
amh_test_track_b_00412,2,1,0,0,0,0
amh_test_track_b_00413,0,3,0,0,0,0
amh_test_track_b_00414,0,0,0,0,0,0
amh_test_track_b_00415,1,0,0,0,0,0
amh_test_track_b_00416,0,0,0,0,0,0
amh_test_track_b_00417,0,0,0,2,0,0
amh_test_track_b_00418,0,1,0,0,0,0
amh_test_track_b_00419,0,1,0,0,0,0
amh_test_track_b_00420,0,0,0,0,0,0
amh_test_track_b_00421,0,0,0,2,0,0
amh_test_track_b_00422,1,1,0,0,0,0
amh_test_track_b_00423,0,0,0,1,0,0
amh_test_track_b_00424,0,1,0,0,0,0
amh_test_track_b_00425,1,1,0,0,0,0
amh_test_track_b_00426,1,1,0,0,0,0
amh_test_track_b_00427,0,0,0,0,0,0
amh_test_track_b_00428,1,2,0,0,0,0
amh_test_track_b_00429,2,2,0,0,0,0
amh_test_track_b_00430,1,0,0,0,0,0
amh_test_track_b_00431,0,0,0,0,0,0
amh_test_track_b_00432,0,0,0,0,1,0
amh_test_track_b_00433,1,0,0,0,0,0
amh_test_track_b_00434,1,0,0,0,1,0
amh_test_track_b_00435,0,0,0,2,0,0
amh_test_track_b_00436,2,1,0,0,0,0
amh_test_track_b_00437,0,1,0,0,0,0
amh_test_track_b_00438,0,0,0,0,0,2
amh_test_track_b_00439,0,0,0,2,0,0
amh_test_track_b_00440,0,1,0,0,0,0
amh_test_track_b_00441,2,0,0,0,0,0
amh_test_track_b_00442,0,0,0,0,0,0
amh_test_track_b_00443,1,1,0,0,0,0
amh_test_track_b_00444,0,0,0,2,0,0
amh_test_track_b_00445,1,1,0,0,0,0
amh_test_track_b_00446,1,1,0,0,0,0
amh_test_track_b_00447,0,0,0,0,2,0
amh_test_track_b_00448,0,0,0,2,0,1
amh_test_track_b_00449,0,2,0,0,0,0
amh_test_track_b_00450,2,0,0,0,0,0
amh_test_track_b_00451,0,0,0,0,0,0
amh_test_track_b_00452,0,2,0,1,0,0
amh_test_track_b_00453,0,0,0,0,0,0
amh_test_track_b_00454,0,0,0,0,0,1
amh_test_track_b_00455,0,1,0,0,0,0
amh_test_track_b_00456,1,0,0,0,0,0
amh_test_track_b_00457,0,0,0,0,0,0
amh_test_track_b_00458,0,0,0,2,0,0
amh_test_track_b_00459,2,0,0,0,0,0
amh_test_track_b_00460,1,2,0,0,0,0
amh_test_track_b_00461,0,0,0,0,0,0
amh_test_track_b_00462,0,0,0,0,0,0
amh_test_track_b_00463,0,0,0,0,2,0
amh_test_track_b_00464,0,0,0,0,0,0
amh_test_track_b_00465,1,1,0,0,1,0
amh_test_track_b_00466,0,0,0,2,0,0
amh_test_track_b_00467,1,1,0,0,0,0
amh_test_track_b_00468,0,1,0,1,0,0
amh_test_track_b_00469,0,0,0,0,0,0
amh_test_track_b_00470,0,0,0,0,1,0
amh_test_track_b_00471,1,1,0,0,0,0
amh_test_track_b_00472,0,2,0,0,0,0
amh_test_track_b_00473,1,0,0,0,0,0
amh_test_track_b_00474,0,0,0,0,0,0
amh_test_track_b_00475,0,0,0,1,0,1
amh_test_track_b_00476,1,0,0,0,0,0
amh_test_track_b_00477,1,0,0,0,1,0
amh_test_track_b_00478,0,0,0,0,0,0
amh_test_track_b_00479,0,0,0,0,0,0
amh_test_track_b_00480,1,2,0,0,0,0
amh_test_track_b_00481,0,0,0,0,3,0
amh_test_track_b_00482,0,2,0,0,0,0
amh_test_track_b_00483,0,3,0,0,0,0
amh_test_track_b_00484,0,0,0,2,0,0
amh_test_track_b_00485,1,0,0,0,2,0
amh_test_track_b_00486,1,1,0,0,1,0
amh_test_track_b_00487,0,0,0,0,2,0
amh_test_track_b_00488,0,0,0,1,0,1
amh_test_track_b_00489,2,0,0,0,0,0
amh_test_track_b_00490,0,0,1,0,0,0
amh_test_track_b_00491,1,0,0,0,1,0
amh_test_track_b_00492,0,0,1,0,0,0
amh_test_track_b_00493,1,2,0,0,0,0
amh_test_track_b_00494,0,0,0,1,0,0
amh_test_track_b_00495,0,0,0,0,0,0
amh_test_track_b_00496,0,1,0,0,1,0
amh_test_track_b_00497,1,2,0,0,0,0
amh_test_track_b_00498,0,0,0,0,0,0
amh_test_track_b_00499,0,0,0,2,0,0
amh_test_track_b_00500,1,0,0,0,1,0
amh_test_track_b_00501,2,0,0,0,0,0
amh_test_track_b_00502,1,2,0,0,0,0
amh_test_track_b_00503,0,0,0,0,1,0
amh_test_track_b_00504,0,0,0,0,3,0
amh_test_track_b_00505,0,0,0,0,0,0
amh_test_track_b_00506,0,0,0,0,3,0
amh_test_track_b_00507,1,0,0,0,1,0
amh_test_track_b_00508,0,0,0,0,0,0
amh_test_track_b_00509,0,0,0,0,0,0
amh_test_track_b_00510,0,0,0,0,0,0
amh_test_track_b_00511,1,1,0,0,0,0
amh_test_track_b_00512,1,2,0,0,0,0
amh_test_track_b_00513,1,3,0,0,0,0
amh_test_track_b_00514,1,3,0,0,0,0
amh_test_track_b_00515,0,0,0,0,0,0
amh_test_track_b_00516,0,0,1,0,1,0
amh_test_track_b_00517,1,1,0,0,0,1
amh_test_track_b_00518,0,0,0,0,2,0
amh_test_track_b_00519,0,0,0,0,1,0
amh_test_track_b_00520,0,0,0,0,0,0
amh_test_track_b_00521,0,0,0,1,0,1
amh_test_track_b_00522,1,2,0,0,0,0
amh_test_track_b_00523,0,0,0,2,0,0
amh_test_track_b_00524,0,0,0,0,0,1
amh_test_track_b_00525,0,0,0,0,0,2
amh_test_track_b_00526,0,0,0,0,0,0
amh_test_track_b_00527,1,0,0,0,0,0
amh_test_track_b_00528,1,0,0,0,2,0
amh_test_track_b_00529,0,0,0,0,0,0
amh_test_track_b_00530,1,2,0,0,0,0
amh_test_track_b_00531,0,1,0,0,0,0
amh_test_track_b_00532,0,0,0,0,1,0
amh_test_track_b_00533,0,1,0,0,0,0
amh_test_track_b_00534,0,0,0,0,0,0
amh_test_track_b_00535,1,0,0,0,0,0
amh_test_track_b_00536,0,2,0,0,0,0
amh_test_track_b_00537,0,0,0,0,0,0
amh_test_track_b_00538,0,0,0,3,0,0
amh_test_track_b_00539,2,2,0,0,0,0
amh_test_track_b_00540,0,0,0,0,0,0
amh_test_track_b_00541,0,0,0,0,2,0
amh_test_track_b_00542,0,0,1,0,0,0
amh_test_track_b_00543,0,0,0,0,1,0
amh_test_track_b_00544,2,0,0,0,0,0
amh_test_track_b_00545,0,0,0,2,0,0
amh_test_track_b_00546,0,0,0,0,0,0
amh_test_track_b_00547,0,0,0,2,0,0
amh_test_track_b_00548,1,2,0,0,0,0
amh_test_track_b_00549,0,2,1,0,0,0
amh_test_track_b_00550,0,2,0,0,0,0
amh_test_track_b_00551,0,0,0,0,0,0
amh_test_track_b_00552,0,0,0,0,3,0
amh_test_track_b_00553,0,0,0,2,0,0
amh_test_track_b_00554,0,0,0,0,0,0
amh_test_track_b_00555,0,0,0,1,0,0
amh_test_track_b_00556,0,3,0,0,0,0
amh_test_track_b_00557,0,0,0,2,0,1
amh_test_track_b_00558,0,0,0,1,0,0
amh_test_track_b_00559,1,0,0,0,2,0
amh_test_track_b_00560,0,0,0,1,0,0
amh_test_track_b_00561,0,0,0,2,0,0
amh_test_track_b_00562,0,3,0,0,0,0
amh_test_track_b_00563,0,0,0,0,0,0
amh_test_track_b_00564,0,2,0,0,0,0
amh_test_track_b_00565,0,0,0,0,0,0
amh_test_track_b_00566,0,0,0,2,0,0
amh_test_track_b_00567,0,0,0,0,0,0
amh_test_track_b_00568,0,0,0,0,0,0
amh_test_track_b_00569,1,1,0,0,0,0
amh_test_track_b_00570,1,1,0,0,0,0
amh_test_track_b_00571,0,0,0,1,0,0
amh_test_track_b_00572,0,0,0,2,0,0
amh_test_track_b_00573,0,0,0,0,2,0
amh_test_track_b_00574,1,0,0,0,0,0
amh_test_track_b_00575,0,1,2,0,0,0
amh_test_track_b_00576,2,1,0,0,0,0
amh_test_track_b_00577,0,0,0,0,3,0
amh_test_track_b_00578,0,0,0,1,0,0
amh_test_track_b_00579,0,0,0,1,1,0
amh_test_track_b_00580,0,0,0,0,1,0
amh_test_track_b_00581,0,0,0,0,0,0
